FBgn0062565	GO:0005575
FBgn0062565	GO:0005886
FBgn0062565	GO:0016020
FBgn0062565	GO:0016021
FBgn0062565	GO:0031224
FBgn0062565	GO:0031252
FBgn0062565	GO:0031253
FBgn0062565	GO:0031256
FBgn0062565	GO:0032589
FBgn0062565	GO:0032590
FBgn0062565	GO:0042995
FBgn0062565	GO:0043005
FBgn0062565	GO:0071944
FBgn0062565	GO:0098590
FBgn0062565	GO:0110165
FBgn0062565	GO:0120025
FBgn0031089	GO:0005575
FBgn0031089	GO:0005576
FBgn0031089	GO:0005615
FBgn0031089	GO:0110165
FBgn0031092	GO:0005575
FBgn0031092	GO:0005622
FBgn0031092	GO:0005737
FBgn0031092	GO:0005739
FBgn0031092	GO:0005777
FBgn0031092	GO:0042579
FBgn0031092	GO:0043226
FBgn0031092	GO:0043227
FBgn0031092	GO:0043229
FBgn0031092	GO:0043231
FBgn0031092	GO:0110165
FBgn0031094	GO:0005575
FBgn0031094	GO:0005622
FBgn0031094	GO:0005737
FBgn0031094	GO:0005829
FBgn0031094	GO:0110165
FBgn0031093	GO:0005575
FBgn0031093	GO:0005622
FBgn0031093	GO:0005737
FBgn0031093	GO:0005739
FBgn0031093	GO:0043226
FBgn0031093	GO:0043227
FBgn0031093	GO:0043229
FBgn0031093	GO:0043231
FBgn0031093	GO:0110165
FBgn0041626	GO:0005575
FBgn0041626	GO:0005886
FBgn0041626	GO:0016020
FBgn0041626	GO:0016021
FBgn0041626	GO:0031224
FBgn0041626	GO:0031252
FBgn0041626	GO:0031253
FBgn0041626	GO:0031256
FBgn0041626	GO:0032589
FBgn0041626	GO:0032590
FBgn0041626	GO:0042995
FBgn0041626	GO:0043005
FBgn0041626	GO:0071944
FBgn0041626	GO:0098590
FBgn0041626	GO:0110165
FBgn0041626	GO:0120025
FBgn0031082	GO:0005575
FBgn0031082	GO:0005622
FBgn0031082	GO:0005856
FBgn0031082	GO:0005874
FBgn0031082	GO:0015630
FBgn0031082	GO:0043226
FBgn0031082	GO:0043228
FBgn0031082	GO:0043229
FBgn0031082	GO:0043232
FBgn0031082	GO:0099080
FBgn0031082	GO:0099081
FBgn0031082	GO:0099512
FBgn0031082	GO:0099513
FBgn0031082	GO:0110165
FBgn0010215	GO:0005575
FBgn0010215	GO:0005622
FBgn0010215	GO:0005856
FBgn0010215	GO:0005886
FBgn0010215	GO:0005911
FBgn0010215	GO:0005912
FBgn0010215	GO:0015629
FBgn0010215	GO:0016020
FBgn0010215	GO:0016342
FBgn0010215	GO:0019897
FBgn0010215	GO:0019898
FBgn0010215	GO:0030054
FBgn0010215	GO:0032991
FBgn0010215	GO:0043226
FBgn0010215	GO:0043228
FBgn0010215	GO:0043229
FBgn0010215	GO:0043232
FBgn0010215	GO:0070161
FBgn0010215	GO:0071944
FBgn0010215	GO:0098796
FBgn0010215	GO:0098797
FBgn0010215	GO:0110165
FBgn0053217	GO:0005575
FBgn0052350	GO:0005575
FBgn0052350	GO:0005622
FBgn0052350	GO:0005737
FBgn0052350	GO:0005768
FBgn0052350	GO:0012505
FBgn0052350	GO:0016020
FBgn0052350	GO:0030897
